"ACCURACY","F1_SCORE","PRECISION","RECALL","ML_FRAMEWORK","TRANSFER_LEARNING","DEEP_LEARNING","MODEL_TYPE","DEPTH","NUM_PARAMS","AVERAGEPOOLING2D_LAYERS","CONV2D_LAYERS","BATCHNORMALIZATION_LAYERS","DENSE_LAYERS","MAXPOOLING2D_LAYERS","INPUTLAYER_LAYERS","AVERAGE_LAYERS","ADD_LAYERS","GLOBALAVERAGEPOOLING2D_LAYERS","ZEROPADDING2D_LAYERS","DROPOUT_LAYERS","DEPTHWISECONV2D_LAYERS","FLATTEN_LAYERS","CONCATENATE_LAYERS","SIGMOID_ACT","SELU_ACT","RELU_ACT","SOFTMAX_ACT","LOSS","OPTIMIZER","MEMORY_SIZE","TEAM","USERNAME","TIMESTAMP","VERSION"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","null","true","Sequential","17","669983","null","5","3","3","3","null","null","null","null","null","2","null","1","null","null","null","7","1","str","Adam","2683704","null","sairachawla","2023-03-14 15:55:18.281192","371"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-11 18:23:22.934263","166"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","1","sm_5271","2023-03-14 04:00:19.780624","325"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","null","mymstella","2023-03-11 18:52:46.535794","172"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","true","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","Adam","94416728","1","sm_5271","2023-03-14 10:04:34.580130","362"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","null","true","Sequential","19","3599267","null","10","3","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","14401728","null","jer2240","2023-03-07 22:01:29.648895","59"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-11 18:45:33.691473","171"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","true","true","Functional","23","19466819","null","13","null","3","5","1","null","null","null","null","null","null","1","null","null","null","15","1","str","Adam","77871864","null","mymstella","2023-03-11 18:44:47.425042","170"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","true","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","Adam","94416728","1","sm_5271","2023-03-14 08:21:58.232320","355"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","1","sm_5271","2023-03-14 08:04:44.646394","354"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","keras","null","true","Sequential","6","7119683","null","null","null","5","null","null","null","null","null","null","null","null","1","null","null","null","4","1","str","SGD","28480136","null","vincent","2023-03-07 22:56:43.254419","81"
"0.3330751356","0.1665698237","0.1110250452","0.3333333333","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Rochuz","2023-03-07 21:56:36.529620","53"
"0.3323005422","0.1662790698","0.1108527132","0.3325581395","keras","null","true","Functional","130","42463107","null","53","53","2","1","1","null","16","null","2","1","null","1","null","null","null","50","1","str","Adam","169893960","null","Rochuz","2023-03-14 19:13:20.287149","413"
"0.3323005422","0.1662790698","0.1108527132","0.3325581395","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","1","sm_5271","2023-03-14 03:35:02.061358","319"
"0.3299767622","0.3298595387","0.3299229901","0.329980755","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","emileesmaili","2023-03-06 18:30:56.623639","6"
"0.3284275755","0.2268997776","0.1970922569","0.3286821705","keras","null","true","Sequential","12","909987","null","6","null","1","4","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","3642024","null","xuenricky","2023-03-13 05:33:58.320235","249"
"0.3175832688","0.2655102148","0.2932930919","0.3173294484","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","arushisaranath","2023-03-15 01:30:04.841409","432"
"0.3121611154","0.2762849059","0.3022959362","0.3123581359","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","arushisaranath","2023-03-15 07:36:11.768661","438"
"0.3121611154","0.2762849059","0.3022959362","0.3123581359","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","arushisaranath","2023-03-15 07:42:22.775824","439"
"0.2842757552","0.2117445695","0.2365151184","0.2844151873","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","arushisaranath","2023-03-15 04:34:45.240173","436"
"0.2649109218","0.2156367168","0.2180446109","0.2646594363","keras","null","true","Functional","25","22089219","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","str","Adam","88362152","null","Chen","2023-03-07 04:13:10.373564","33"
"0.1812548412","0.1201298927","0.0902743556","0.1813881545","keras","null","true","Sequential","10","3544611","null","null","2","7","null","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","14181296","null","so2638","2023-03-08 04:34:19.213373","96"
"null","null","null","null","keras","true","true","Functional","222","23016483","9","94","94","4","4","1","null","null","1","null","null","null","null","15","null","null","97","1","str","Adam","92116792","null","MengYang","2023-03-10 19:44:36.981793","140"
"null","null","null","null","keras","true","true","Functional","222","23016483","9","94","94","4","4","1","null","null","1","null","null","null","null","15","null","null","97","1","str","Adam","92116792","null","MengYang","2023-03-10 20:19:15.211280","148"
