"ACCURACY","F1_SCORE","PRECISION","RECALL","ML_FRAMEWORK","TRANSFER_LEARNING","DEEP_LEARNING","MODEL_TYPE","DEPTH","NUM_PARAMS","AVERAGEPOOLING2D_LAYERS","CONV2D_LAYERS","BATCHNORMALIZATION_LAYERS","DENSE_LAYERS","MAXPOOLING2D_LAYERS","INPUTLAYER_LAYERS","AVERAGE_LAYERS","ADD_LAYERS","GLOBALAVERAGEPOOLING2D_LAYERS","ZEROPADDING2D_LAYERS","DROPOUT_LAYERS","DEPTHWISECONV2D_LAYERS","FLATTEN_LAYERS","CONCATENATE_LAYERS","SIGMOID_ACT","SELU_ACT","RELU_ACT","SOFTMAX_ACT","LOSS","OPTIMIZER","MEMORY_SIZE","TEAM","USERNAME","TIMESTAMP","VERSION"
"0.9635941131","0.9636545506","0.9638309545","0.9635820788","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","francesyang","2023-03-06 22:24:23.991057","23"
"0.9628195198","0.9626534413","0.9630485336","0.9628014892","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","francesyang","2023-03-06 22:17:54.696299","22"
"0.9604957397","0.9604641479","0.9605596193","0.9604831022","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","rian","2023-03-13 11:40:42.548416","257"
"0.9581719597","0.9582406151","0.9587650142","0.9581557222","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","francesyang","2023-03-06 22:11:34.640494","20"
"0.9558481797","0.9558996087","0.9560315788","0.9558301408","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","francesyang","2023-03-06 19:45:12.233035","9"
"0.9527498064","0.9527911812","0.9533720597","0.9527383586","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","null","so2638","2023-03-14 01:59:51.789071","299"
"0.9488768397","0.9487133535","0.9487369325","0.9488480009","keras","null","true","Sequential","17","3811619","null","10","null","1","4","null","null","null","null","null","1","null","1","null","null","null","10","1","str","Adam","15249704","null","rian","2023-03-13 10:28:47.799171","256"
"0.9465530596","0.9466284347","0.9476646802","0.9465458012","keras","true","true","Sequential","36","19406083","1","25","1","1","6","1","null","null","null","null","null","null","1","null","null","null","25","1","str","Adam","77632408","null","jer2240","2023-03-12 20:43:58.909531","235"
"0.9465530596","0.9466284347","0.9476646802","0.9465458012","keras","true","true","Sequential","36","19406083","1","25","1","1","6","1","null","null","null","null","null","null","1","null","null","null","25","1","str","Adam","77632408","null","jer2240","2023-03-12 20:49:06.829332","236"
"0.9442292796","0.9441658979","0.9443572331","0.9442112268","keras","null","true","Sequential","26","117651","null","10","9","1","5","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","478136","null","oliverhegi","2023-03-07 22:42:33.431166","78"
"0.9403563129","0.9402145428","0.9403961298","0.9403406536","keras","true","true","Sequential","36","19406083","1","25","1","1","6","1","null","null","null","null","null","null","1","null","null","null","25","1","str","Adam","77632408","null","jer2240","2023-03-12 21:19:12.044703","245"
"0.9403563129","0.9403154251","0.9403209774","0.9403316606","keras","null","true","Sequential","25","37859","null","10","9","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","159016","null","sofiazaidman","2023-03-11 22:06:18.314887","186"
"0.9372579396","0.9374196536","0.9416172206","0.9372434756","keras","null","true","Sequential","27","19502147","null","13","2","3","5","1","null","null","null","null","2","null","1","null","null","null","15","1","str","Adam","78014136","null","Rochuz","2023-03-14 19:20:28.953462","415"
"0.9372579396","0.9371078709","0.9371171618","0.9372308854","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285904","null","hal2148","2023-03-06 22:02:14.711467","18"
"0.9364833462","0.93662848","0.9378827373","0.936471879","keras","null","true","Sequential","25","37859","null","10","9","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","159016","null","sofiazaidman","2023-03-11 21:50:12.518165","184"
"0.9364833462","0.93662848","0.9378827373","0.936471879","keras","null","true","Sequential","25","37859","null","10","9","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","159016","null","sofiazaidman","2023-03-11 22:03:54.759229","185"
"0.9333849729","0.9334051229","0.9338790828","0.9333531179","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","null","so2638","2023-03-14 17:15:47.545314","385"
"0.9318357862","0.9318937553","0.9321805713","0.9318243134","keras","null","true","Sequential","35","19418371","1","25","1","1","5","1","null","null","null","null","null","null","1","null","null","null","25","1","str","Adam","77681560","null","jer2240","2023-03-12 19:15:31.128060","229"
"0.9318357862","0.9317689687","0.9318336121","0.9318099246","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","null","so2638","2023-03-14 17:20:43.710575","387"
"0.9287374129","0.9289612838","0.9297209653","0.928710948","keras","null","true","Functional","123","8164803","null","35","52","3","null","1","null","10","null","4","null","17","1","null","null","null","37","1","str","Adam","32693768","null","rian","2023-03-13 14:51:52.101679","258"
"0.9287374129","0.928622442","0.9285610042","0.9287055523","keras","null","true","Sequential","25","58147","null","10","9","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","240120","null","sofiazaidman","2023-03-07 23:01:46.782880","82"
"0.9279628195","0.928805437","0.9375864966","0.9280041008","keras","null","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","1","tinaz0407","2023-03-14 18:25:34.362955","403"
"0.9271882262","0.9275545699","0.9348298444","0.9271677548","keras","null","true","Sequential","24","19435331","null","13","1","2","5","1","null","null","null","null","1","null","1","null","null","null","14","1","str","Adam","77746184","null","Rochuz","2023-03-14 18:51:53.600114","410"
"0.9271882262","0.9267917998","0.9272134375","0.9271479703","keras","null","true","Sequential","19","3686819","null","12","null","1","5","null","null","null","null","null","null","null","1","null","null","null","12","1","str","Adam","14751136","null","Chen","2023-03-08 01:10:57.532155","87"
"0.9248644462","0.92458883","0.9249831109","0.9248331805","keras","null","true","Sequential","30","58339","null","12","11","1","5","null","null","null","null","null","null","null","1","null","null","null","12","1","str","Adam","242472","null","sofiazaidman","2023-03-08 20:04:58.587936","100"
"0.9240898528","0.9241176262","0.9243551918","0.9240615838","keras","null","true","Sequential","26","3821603","null","10","10","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15294440","1","tinaz0407","2023-03-14 08:46:02.046225","356"
"0.9233152595","0.923408787","0.9243495712","0.923304376","keras","true","true","Sequential","35","19418371","1","25","1","1","5","1","null","null","null","null","null","null","1","null","null","null","25","1","str","Adam","77681560","null","jer2240","2023-03-12 20:01:20.343767","232"
"0.9233152595","0.923408787","0.9243495712","0.923304376","keras","null","true","Sequential","35","19418371","1","25","1","1","5","1","null","null","null","null","null","null","1","null","null","null","25","1","str","Adam","77681560","null","jer2240","2023-03-12 19:26:56.060937","231"
"0.9233152595","0.923373025","0.9234843233","0.9232971816","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","rian","2023-03-13 08:36:33.458584","254"
"0.9217660728","0.9211498959","0.9243896748","0.9217090235","keras","true","true","Functional","25","21867987","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","function","Adam","87477176","7","adrianwang","2023-03-08 23:11:49.358772","115"
"0.9186676995","0.9186650508","0.9202393132","0.9186352273","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","Chen","2023-03-14 01:19:08.256983","291"
"0.9186676995","0.9186650508","0.9202393132","0.9186352273","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","Chen","2023-03-14 00:12:38.928801","285"
"0.9171185128","0.9166391314","0.9167801953","0.9170740481","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","hal2148","2023-03-06 21:51:25.420117","14"
"0.9163439194","0.9165692707","0.9178096318","0.9163384234","keras","null","true","Sequential","12","1623875","null","5","null","1","5","null","null","null","null","null","null","null","1","null","null","null","5","1","str","Adam","6497304","null","xilin0323","2023-03-14 17:16:14.194909","386"
"0.9163439194","0.9158164396","0.9170010719","0.9163024515","keras","null","true","Sequential","11","336163","null","6","null","1","3","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","1346728","null","lah2228","2023-03-12 22:44:20.843663","225"
"0.9147947328","0.9150808645","0.9165223564","0.9148060217","keras","null","true","Sequential","24","3820963","null","10","8","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15290936","null","sofiazaidman","2023-03-07 22:04:01.569593","62"
"0.9132455461","0.9131558497","0.9145956584","0.9132142664","keras","null","true","Sequential","17","3811619","null","10","null","1","4","null","null","null","null","null","1","null","1","null","null","null","10","1","str","Adam","15249704","null","rian","2023-03-13 08:58:58.764683","255"
"0.9132455461","0.9131538828","0.9135537872","0.913225058","keras","null","true","Sequential","16","7179555","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","28721448","null","jer2240","2023-03-10 22:55:16.725207","158"
"0.9132455461","0.9131538828","0.9135537872","0.913225058","keras","null","true","Sequential","8","1794095","null","4","1","1","1","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","7178376","null","jer2240","2023-03-10 23:15:50.270514","160"
"0.9109217661","0.9110392159","0.9115595536","0.9108958794","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","6","bobbie8881","2023-03-06 19:53:14.270164","10"
"0.9109217661","0.9103021344","0.9112373611","0.9108958794","keras","null","true","Sequential","19","3877923","null","12","null","1","5","null","null","null","null","null","null","null","1","null","null","null","12","1","str","Adam","15515528","null","sdp2158","2023-03-11 00:59:47.685468","157"
"0.9101471727","0.9107213314","0.9145224719","0.9101692476","keras","null","true","Sequential","16","3596579","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","14389552","null","jer2240","2023-03-07 22:05:41.001688","63"
"0.9101471727","0.9095254888","0.9138755228","0.9100811166","keras","null","true","Functional","22","33593155","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","134376968","null","moonliang","2023-03-14 08:56:42.273453","357"
"0.9101471727","0.9095254888","0.9138755228","0.9100811166","keras","null","true","Sequential","16","338835","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","1358568","null","moonliang","2023-03-14 09:04:48.639966","358"
"0.9093725794","0.9075375536","0.9143934363","0.9093167143","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","Estelle","2023-03-14 21:17:01.285831","427"
"0.9085979861","0.9089902721","0.9097647087","0.908570298","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285904","null","hal2148","2023-03-06 22:08:27.981773","19"
"0.9070487994","0.9076906339","0.9131718822","0.9070486879","keras","null","true","Functional","21","4598563","1","12","1","1","4","1","null","null","null","null","null","null","1","null","null","null","12","1","str","Adam","18398536","null","jer2240","2023-03-12 16:30:22.454655","216"
"0.906274206","0.906973158","0.9168978271","0.9062501124","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","67122440","null","so2638","2023-03-14 17:32:11.051226","391"
"0.906274206","0.9067686425","0.9085637104","0.9062483138","keras","null","true","Sequential","7","56798275","null","null","null","6","null","null","null","null","null","null","null","null","1","null","null","null","5","1","str","Adam","227194744","null","lah2228","2023-03-15 19:55:09.385446","441"
"0.906274206","0.9059229166","0.9057597664","0.9062249321","keras","null","true","Sequential","7","926307","null","3","null","1","2","null","null","null","null","null","null","null","1","null","null","null","3","1","str","Adam","3706424","null","timnyt","2023-03-14 18:41:00.891179","405"
"0.906274206","0.9056160939","0.9073784672","0.9062249321","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","Estelle","2023-03-14 21:13:38.562187","426"
"0.9054996127","0.9057112153","0.9099731556","0.9054893074","keras","null","true","Sequential","17","115795","null","10","null","1","5","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","466416","null","oliverhegi","2023-03-07 22:29:35.036126","75"
"0.9054996127","0.9043245375","0.9079205582","0.9054461411","keras","null","true","Sequential","16","590995","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","2367208","null","moonliang","2023-03-14 12:41:50.393694","366"
"0.903950426","0.9028904609","0.912575128","0.9038957535","keras","null","true","Functional","24","16578491","null","13","null","4","5","1","null","null","null","null","null","null","1","null","null","null","16","1","str","Adam","66318856","null","timnyt","2023-03-14 17:36:08.896393","396"
"0.903950426","0.9025955727","0.911317416","0.9039047465","keras","null","true","Sequential","26","3821603","null","10","10","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15294440","null","tinaz0407","2023-03-13 23:15:49.135550","279"
"0.9031758327","0.9026411081","0.9028171677","0.9031241569","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","6","bobbie8881","2023-03-07 00:03:39.537919","27"
"0.9031758327","0.9026411081","0.9028171677","0.9031241569","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","bobbie8881","2023-03-07 00:03:27.342064","26"
"0.901626646","0.9008640084","0.9054513716","0.9015845609","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","bonlilicheng","2023-03-13 06:23:07.291844","251"
"0.901626646","0.9015587758","0.9017798219","0.9015845609","keras","null","true","Sequential","7","926307","null","3","null","1","2","null","null","null","null","null","null","null","1","null","null","null","3","1","str","Adam","3706424","null","timnyt","2023-03-14 17:28:01.812609","390"
"0.9000774593","0.9014762904","0.9161471706","0.9000809367","keras","true","true","Functional","25","21867987","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","function","Adam","87477176","7","adrianwang","2023-03-08 21:10:57.391326","109"
"0.899302866","0.8993431758","0.9040358773","0.8992643753","keras","null","true","Functional","28","119771","null","15","null","1","7","1","null","null","1","null","null","null","null","3","null","null","15","1","str","Adam","483736","null","oliverhegi","2023-03-14 01:14:40.758634","290"
"0.899302866","0.899493693","0.9004449613","0.8992931528","keras","true","true","Sequential","13","1000099","null","6","2","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","4003432","4","1jiahe","2023-03-14 03:58:44.684472","324"
"0.899302866","0.899493693","0.9004449613","0.8992931528","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","4","1jiahe","2023-03-14 03:52:31.378944","321"
"0.899302866","0.899493693","0.9004449613","0.8992931528","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","4","1jiahe","2023-03-14 03:46:56.988648","320"
"0.8985282727","0.8998577017","0.9112567795","0.8985323477","keras","true","true","Sequential","36","19406083","1","25","1","1","6","1","null","null","null","null","null","null","1","null","null","null","25","1","null","NoneType","77632408","null","jer2240","2023-03-13 23:55:53.617163","322"
"0.8977536793","0.8982639865","0.9001710603","0.8977607511","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","tinaz0407","2023-03-13 23:24:53.435803","280"
"0.8977536793","0.8977333519","0.8978225167","0.8977121891","keras","true","true","Functional","25","22089219","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","str","Adam","88362104","null","MandyMaaa","2023-03-14 19:31:57.651665","417"
"0.8962044926","0.896253706","0.8976593641","0.8961959747","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","4","1jiahe","2023-03-14 04:31:50.113049","332"
"0.8962044926","0.896253706","0.8976593641","0.8961959747","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","4","1jiahe","2023-03-14 04:27:54.718875","331"
"0.8962044926","0.896253706","0.8976593641","0.8961959747","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","4","1jiahe","2023-03-14 04:24:35.740015","330"
"0.8954298993","0.8951247715","0.8985848971","0.8953812119","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Estelle","2023-03-14 07:10:53.593655","351"
"0.894655306","0.8934253483","0.9077377669","0.8945880322","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","null","so2638","2023-03-14 17:26:46.671464","388"
"0.894655306","0.8941371555","0.8981946463","0.8946042195","keras","null","true","Sequential","7","977987","null","3","null","1","2","null","null","null","null","null","null","null","1","null","null","null","3","1","str","Adam","3913144","null","timnyt","2023-03-14 19:07:58.023634","412"
"0.894655306","0.8945453303","0.897898333","0.8946222054","keras","null","true","Sequential","18","1192099","null","8","4","1","4","null","null","null","null","null","null","null","1","null","null","null","8","1","str","Adam","4773000","null","ran_liao","2023-03-13 00:49:33.590869","237"
"0.8938807126","0.8940420001","0.9023715257","0.8938739905","keras","null","true","Functional","44","459971","null","16","16","1","4","1","null","null","1","null","null","null","null","5","null","null","16","1","str","Adam","1852568","null","ran_liao","2023-03-07 22:29:31.576848","74"
"0.8938807126","0.8926145792","0.8967591051","0.8938020468","keras","null","true","Functional","25","22089219","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","str","Adam","88362152","null","Chen","2023-03-07 22:35:58.141211","76"
"0.8931061193","0.8921244875","0.8968474346","0.8930610263","keras","null","true","Sequential","12","909987","null","6","null","1","4","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","3642024","null","xuenricky","2023-03-13 02:25:30.341691","247"
"0.8915569326","0.8918229724","0.8979031744","0.8915286246","keras","null","true","Sequential","16","56995","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","231216","null","sofiazaidman","2023-03-06 20:40:05.487779","11"
"0.8907823393","0.8918749301","0.8968789198","0.8907624238","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","francesyang","2023-03-06 18:51:36.953936","7"
"0.8907823393","0.8914670615","0.8934927418","0.890757028","keras","null","true","Sequential","12","1793199","3","6","1","1","null","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","7175400","null","jer2240","2023-03-11 12:11:20.862939","161"
"0.8907823393","0.8914670615","0.8934927418","0.890757028","keras","null","true","Sequential","12","1793199","3","6","1","1","null","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","7175400","null","jer2240","2023-03-11 13:40:46.465398","169"
"0.8900077459","0.8903948416","0.8910825837","0.8899674455","keras","true","true","Functional","222","27058947","9","94","94","3","4","1","null","null","null","null","1","null","1","15","null","null","96","1","str","Adam","108286408","null","oliverhegi","2023-03-14 01:30:58.897301","296"
"0.8900077459","0.8896330335","0.889443529","0.8899584525","keras","null","true","Sequential","4","3540899","null","2","null","1","null","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","14164520","null","cj2733","2023-03-12 02:06:26.990271","200"
"0.8900077459","0.8896330335","0.889443529","0.8899584525","keras","null","true","Sequential","16","30417955","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","121675048","null","cj2733","2023-03-12 01:58:35.235016","198"
"0.8900077459","0.8896330335","0.889443529","0.8899584525","keras","null","true","Sequential","31","18507011","null","23","null","1","5","1","null","null","null","null","null","null","1","null","null","null","23","1","str","Adam","74035032","null","cj2733","2023-03-12 02:04:18.399079","199"
"0.8900077459","0.8887739383","0.8896697263","0.8899350708","keras","null","true","Sequential","7","977987","null","3","null","1","2","null","null","null","null","null","null","null","1","null","null","null","3","1","str","Adam","3913144","null","timnyt","2023-03-14 18:52:43.615300","411"
"0.8876839659","0.8865028718","0.8868872869","0.887611288","keras","null","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","SGD","94416728","null","lah2228","2023-03-21 18:31:14.097061","446"
"0.8869093726","0.8868224076","0.8878909247","0.8868864548","keras","null","true","Sequential","6","7090627","null","null","null","5","null","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","28363912","null","moonliang","2023-03-14 09:15:53.835150","359"
"0.8869093726","0.884561397","0.8893147474","0.8868288998","keras","true","true","Functional","220","25473251","9","94","94","2","4","1","null","null","null","null","null","null","1","15","null","null","95","1","str","Adam","101943424","null","francesyang","2023-03-06 19:02:01.649662","8"
"0.8861347792","0.8860722307","0.8878536714","0.8860950737","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","7","lprockop","2023-03-08 21:38:54.508025","111"
"0.8830364059","0.883576753","0.8877629431","0.883014083","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","mcmurrym","2023-03-07 19:24:56.609724","34"
"0.8807126259","0.8805381344","0.8859888712","0.8806741128","keras","null","true","Sequential","16","29251","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","120240","null","sofiazaidman","2023-03-06 22:15:18.374609","21"
"0.8799380325","0.8802369746","0.8809441725","0.8799007176","keras","null","true","Functional","14","1852707","3","8","null","1","null","1","null","null","null","null","null","null","1","null","null","null","8","1","str","Adam","7413512","null","jer2240","2023-03-11 15:32:54.804703","183"
"0.8791634392","0.8788718394","0.8823451864","0.8791111351","keras","null","true","Functional","21","4555043","2","12","null","1","4","1","null","null","null","null","null","null","1","null","null","null","12","1","str","Adam","18224008","null","jer2240","2023-03-12 16:16:40.118839","214"
"0.8791634392","0.8788718394","0.8823451864","0.8791111351","keras","null","true","Functional","21","4555043","2","12","null","1","4","1","null","null","null","null","null","null","1","null","null","null","12","1","str","Adam","18224008","null","jer2240","2023-03-12 16:15:42.601780","213"
"0.8776142525","0.8768763418","0.8822756996","0.8775661433","keras","null","true","Sequential","16","30417955","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","121675048","null","cj2733","2023-03-12 01:41:40.824771","195"
"0.8776142525","0.8768763418","0.8822756996","0.8775661433","keras","null","true","Sequential","4","3540899","null","2","null","1","null","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","14164520","null","cj2733","2023-03-12 01:45:52.171283","197"
"0.8776142525","0.8768763418","0.8822756996","0.8775661433","keras","null","true","Sequential","31","18507011","null","23","null","1","5","1","null","null","null","null","null","null","1","null","null","null","23","1","str","Adam","74035032","null","cj2733","2023-03-12 01:44:03.591217","196"
"0.8768396592","0.8759741473","0.8763477694","0.8767747621","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285904","null","hal2148","2023-03-06 21:59:19.693885","17"
"0.8745158792","0.8702129178","0.8918986605","0.8744329934","keras","null","true","Functional","24","16578491","null","13","null","4","5","1","null","null","null","null","null","null","1","null","null","null","16","1","str","Adam","66318856","null","timnyt","2023-03-14 18:46:33.921835","409"
"0.8745158792","0.8746181099","0.8752828132","0.8744779582","keras","null","true","Functional","11","999715","2","6","null","1","null","1","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","jer2240","2023-03-13 23:34:30.032501","318"
"0.8706429125","0.8712822173","0.872259254","0.8705911977","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","tinaz0407","2023-03-14 00:46:50.427704","287"
"0.8706429125","0.8699821392","0.8698016228","0.8705732117","keras","null","true","Sequential","4","3540131","null","null","null","3","null","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","14161384","null","timnyt","2023-03-14 17:32:26.837594","392"
"0.8698683191","0.8714390165","0.8772573028","0.8698609687","keras","null","true","Functional","11","999715","2","6","null","1","null","1","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","jer2240","2023-03-11 13:58:23.190912","174"
"0.8698683191","0.8698485638","0.8699260366","0.8698178025","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","4","1jiahe","2023-03-14 00:01:31.168043","284"
"0.8690937258","0.8707546534","0.8807217302","0.8690857749","keras","null","true","Sequential","12","909987","null","6","null","1","4","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","3642024","null","xuenricky","2023-03-13 04:35:26.838576","248"
"0.8659953524","0.8676679797","0.8780654595","0.8659670138","keras","true","true","Functional","219","21901091","9","94","94","1","4","1","null","null","null","null","null","null","1","15","null","null","94","1","str","SGD","87654504","null","mcmurrym","2023-03-14 06:42:24.178757","350"
"0.8652207591","0.8649302385","0.8845942164","0.865182827","keras","null","true","Sequential","26","3821603","null","10","10","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15294504","null","tinaz0407","2023-03-07 22:07:08.564759","64"
"0.8644461658","0.8642507843","0.8645879323","0.8644112304","keras","null","true","Functional","22","33593155","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","Adam","134376968","null","moonliang","2023-03-14 07:42:29.429639","353"
"0.8628969791","0.8595761273","0.8692227715","0.8628122808","keras","null","true","Functional","25","22089219","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","str","Adam","88362104","null","MengYang","2023-03-09 18:30:38.441234","120"
"0.8621223857","0.8614510433","0.8612483758","0.8620478786","keras","null","true","Sequential","16","3916195","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15668008","null","Rochuz","2023-03-14 17:09:06.387042","382"
"0.8621223857","0.8614510433","0.8612483758","0.8620478786","keras","null","true","Sequential","16","3916195","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15668008","null","Rochuz","2023-03-14 17:09:48.950118","383"
"0.8621223857","0.8614510433","0.8612483758","0.8620478786","keras","null","true","Sequential","16","3916195","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15668008","null","Rochuz","2023-03-14 17:33:23.844250","394"
"0.8613477924","0.8603711949","0.8697818417","0.8613176496","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","4","1jiahe","2023-03-14 05:19:20.590882","337"
"0.8613477924","0.8605003931","0.8671520258","0.8612780805","keras","true","true","Sequential","31","18507011","null","23","null","1","5","1","null","null","null","null","null","null","1","null","null","null","23","1","str","Adam","74035032","null","cj2733","2023-03-12 21:59:47.165827","220"
